TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,TranslatedInstructions
Creamy Sweet Corn And Jalapeno Dip Recipe,"1/4 cup Pickled Jalapenos - chopped,3 tablespoons Extra Virgin Olive Oil,1/2 cup Walnuts - roasted,Salt - to taste,2 tablespoons Parsley leaves,1/4 cup Parmesan cheese - grated,2 cups Sweet corn - boiled",10,Continental,"To begin making Creamy Sweet Corn & Jalapeno Dip Recipe, first pressure cook the sweet corn along with salt and 2 tablespoons water in a pressure cooker for 3 to 4 whistles.
Once cooked, turn off the heat and allow the pressure to release naturally.
Once released, open the cooker and allow the sweet corn to cool.
Keep 2 tablespoons of the sweet corn aside and the rest we will pulse it in the grinder.In a mixer jar, add the boiled corn kernels, walnuts, parmesan cheese, parsley, jalapenos, olive oil, salt and pulse it at regular intervals till you get a coarse paste.You can keep the Creamy Sweet Corn & Jalapeno Dip chunky or smooth as per your preference.Take out the prepared Creamy Sweet Corn & Jalapeno Dip in a bowl, add the remaining olive oil over it, garnish with parsley and corn kernels and the dip is ready to be served.Serve the Creamy Sweet Corn & Jalapeno Dip Recipe along with Homemade Pita Bread or Cheese Crackers as an evening snack along with Coffee or this can also be packed into your kid's snack box along with cheese crackers."
Bangkok Coconut Curry Noodle Bowl Recipe,"3 Dry Red Chillies - soaked for 10 min in warm water,1/2 teaspoon Sesame (Gingelly) Oil,1 Green zucchini - sliced into rounds,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander seeds - roasted,2 Thai Red chilli (Birds Eye Chilli) - chopped,1 Onion - thinly sliced,2 tablespoons Palm jaggery,2 inch Ginger,Salt - to taste,1/2 teaspoon Sunflower Oil,1 Carrot (Gajjar) - sliced into rounds,1 Spring Onion (Bulb & Greens),1/2 Green zucchini - 1 teaspoon sesame oil,2 Stalks Lemongrass - finely chopped with outer leaves discarded,4 cloves Garlic,1/2 cup Water,1-1/2 cups Coconut milk,2 cups Broccoli - cut into florets,2 Stalks Spring Onion (Bulb & Greens) - roughly chopped,200 grams Rice Noodles (Flat),2 sprig Basil leaves - torn,1/4 cup Water",50,Asian,"To begin making the Bangkok Coconut Curry Noodle Bowl Recipe, prepare all the ingredients and keep them ready.For cooking the rice noodles, soak the rice noodles in boiling hot water for about 10 to 15 minutes as per instructions in the packet.
Once the rice noodles are soft and al dente, drain the water completely and toss it in a little oil and keep aside.
This prevents it from sticking to each other.
For the curry paste, add all the ingredients into the blender and blitz to form a coarse mixture.
Add a little warm water and blend to make a smooth curry paste.
Keep aside.For veggies, heat oil on a preheated pan over medium heat.
Add the onions and saute until softened.
Add the remaining vegetables, sprinkle salt and stir fry the vegetables until they have softened and cooked.
You can optionally cover the pan to fasten the cooking process.
Ensure the vegetables have a good bite and don't become too soft.Once done, transfer to a bowl to stop the cooking process & keep aside.The final step is to make the curry.Heat oil into a large saucepan, add the curry paste and saute for about a minute.
Add the coconut milk, palm jaggery and basil leaves.Add 1/2 cup water, salt to taste and brind the curry to a brisk boil for 2 to 3 minutes and turn off the heat.
Check the salt & seasonings and adjust to suit your taste.To serve the curry bowl, into soup/ curry bowls spoon a tong full of noodles, add a portion of veggies, spoon the curry until noodles & veggies are almost immersed.
Garnish with spring onion greens & serve immediately."
Rajasthani Dal Muthia Recipe,"Salt - as required,1/2 teaspoon Turmeric powder (Haldi),Water - as required,1/2 teaspoon Mustard seeds,Ghee - as required,1 teaspoon Red Chilli powder,Coriander (Dhania) Leaves - Few sprigs,1 teaspoon Ajwain (Carom seeds),1 Green Chillies - finely chopped,2 Dry Red Chillies,1/2 teaspoon Asafoetida (hing),2 cups Whole Wheat Flour,1 cup Yellow Moong Dal (Split),3 tablespoons Sunflower Oil - hot",30,Rajasthani,"To begin making the Rajasthani Dal Muthiya recipe, firstly we will begin with the dal.
Add mogar dal, green chillies, salt and turmeric powder in a pressure cooker with required amount of water.Cook it till the cooker releases 3 whistles.
Open the lid and mix it properly using a spoon.
(if you want the dal watery, you can add hot water according to your preference)The next step is to temper the dal.
Heat ghee in a tadka pan and add mustard seeds, red chili powder, asafoetida, dry red chillies and salt.
(You have already added salt while boiling the dal, so make sure that you add extra according to your taste).Pout the tadka on the dal and garnish it with chopped coriander leaves.To make muthiya, add flour, ajwain, salt in a large mixing bowl.
Mix it well.Slowly add the oil and water to make a dough out of it.
Once it is done, cover it with a cloth and keep aside for 15 minutes.After 15 minutes, make medium sized balls out of the dough and keep it aside.Meanwhile, heat oil in a frying pan.
Once the oil is hot, turn the heat to low.Take the flour ball and press it between your hand using your fingers.
Once it is done, drop the muthiya into the hot oil and fry it from both sides till it becomes light brown in colour.
It will take some time to cook, so don’t be in a hurry to take it out.Take it out on a tissue paper to remove the extra oil.Follow the same process for the remaining dough and serve it hot with the dal.Serve Rajasthani Dal Muthiya on its own with fried chillies and Masala Chaas for a delicious weekend lunch."
Dill Leaves & Parmesan Dip Recipe,"Salt - as required,1 tablespoon Melon seeds,1/4 cup Cashew nuts,1/2 tablespoon Feta Cheese,1/2 cup Curd (Dahi / Yogurt),1/2 cup Parmesan cheese,20 ml Lemon juice,1/3 teaspoon Black pepper powder,1 cup Dill leaves",10,Continental,"To prepare Dill Leaves & Parmesan Dip Recipe, wash & chop the dill leaves.Take a Blender add dill leaves, 1/2 of the cashew nuts, melon seeds, yogurt, salt and feta cheese.Blend well, if needed you may add water but the dip should be thick enough.
So add only little if needed.Add the remaining cashews, parmesan cheese, pepper, and blend again.
This is done the second time so that the sauce would have some crunchiness of cashews and we can feel the taste of parmesan.
Pepper can be added in first or second batch.Squeeze lemon juice and blend once so that it gets mixed well.Serve Dill Leaves & Parmesan Dip Recipe with some healthy pita chips, crackers, healthy vegetable fries or nachos.
Dill Leaves & Parmesan Dip Recipe is an apt dip during evenings."
Healthy Eggless Date Squares Recipe,"25 Dates - black one and pitted,150 ml Water,1/8 teaspoon Salt,1/2 cup Whole Wheat Flour,1/2 teaspoon Cardamom Powder (Elaichi),2 tablespoon Cashew nuts - coarsely chopped,2/3 cup Brown Sugar (Demerara Sugar),1/2 cup All Purpose Flour (Maida),1/2 cup Sunflower Oil,2-1/2 teaspoon Custard powder,80 ml Milk,1-1/4 teaspoon Baking powder",55,Continental,"To begin making Healthy Eggless Date Squares Recipe, in a large mixing bowl, sieve the flours with salt & custard powder.
Add chopped cashew nuts to it and keep aside.Grind the pitted dates with some water.
Whisk the mixture well.Place a saucepan on medium heat and add the dates mixture to it.Heat this mixture till it becomes gooey.Turn off the heat and let it cool.
Add the baking powder and cardamom powder.
In a small bowl, mix sugar, oil and milk.Add this to the flour mixture.Add the dates mixture to the flour mixture.
Fold gently till you get a thick cake like batter without any dry flour between the folds.
Pour the mixture into a greased and lined pan and proceed for baking.Bake the mixture in a preheated oven for 25-30 mins until a toothpick/knife inserted comes out clean.
Cool on a wire rack, unmold and cut into squares.
Serve the Healthy Eggless Date Squares Recipe on a serving plate or pack it for your kids snack box.
"
Granola Yogurt Parfait Recipe with Fresh Kiwi & Pomegranates,"1/4 cup Anardana Powder (Pomegranate Seed Powder),1 cup Hung Curd (Greek Yogurt) - or greek yogurt,1/2 cup Granola,1 Kiwi - peeled and diced,1/4 teaspoon Vanilla Extract,1 Walnuts - or pecans,Honey - for taste",30,Continental,"To begin making the Granola Yogurt Parfait Recipe with Fresh Kiwi & Pomegranates, first get all the ingredients ready.Whisk the yogurt along with vanilla extract and keep aside.Arrange 2 serving bowls.
Spoon some granola to the bottom of the glass bowl.
Divide the yogurt and spoon it over the granola.
Tossed the cut fruits over the top of the yogurt and finally add the walnuts and honey.Serve the Granola Yogurt Parfait Recipe with Fresh Kiwi & Pomegranates as a healthy breakfast along with glass of fresh Mulled Apple Juice Recipe or Carrot Pineapple Orange Juice Recipe."
High Fiber Oat And Orange Coconut Parfait Recipe,"1/2 cup Fresh Pomegranate Fruit Kernels,1 teaspoon Vanilla Extract,2 tablespoons Fresh coconut - dessicated,4 Multigrain Digestive Biscuits,1 cup Water,1 Orange - peeled and diced,4 tablespoon Instant Oats (Oatmeal),1 cup Hung Curd (Greek Yogurt),2 tablespoons Honey",20,Continental,"To begin making High Fiber Oat And Orange Coconut Parfait first cook oats in one cup water until done and cool the oats completely.Next in a Large mixing bowl add the Greek yogurt, cooked oats,vanilla extract, desiccated coconut and honey and mix everything together till it is well combined.
Break some Nutri Choice Oats & Orange Biscuits into smaller pieces and crumble a few biscuits.
Slice the oranges and keep aside.To assemble the High Fiber Oat And Orange Coconut Parfait take a jar of your choice and into the jar add the crumbled Nutri Choice Oats & Orange Biscuits.Add 3 tablespoons Greek yogurt oats and coconut mix , layer with orange segments and a few broken Nutri Choice Oats & Orange Biscuits.
Add some more yogurt, oats and coconut mix and top with pomegranate Kernels.Refrigerate Nutri Choice Oats & Orange Biscuits for two hours before serving.
Serve High Fiber Oat And Orange Coconut Parfait along with Savory French Toast With Cheesy Garlic Scrambled Eggs or Spinach Omelette for a fulfilling breakfast."
Dosakaya Pappu Recipe-Andhra Style Yellow Cucumber Dal,"4 cloves Garlic - crushed,1 Mangalorean cucumber - peeled and diced,2 cups Tamarind Water,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,3 Tomatoes - finely chopped,3 Green Chillies - slit or broken,1 teaspoon Mustard seeds,1 Onion - chopped to big chunks,1 cup Arhar dal (Split Toor Dal),Salt - as needed,2 Dry Red Chillies,Asafoetida (hing) - a pinch,Coriander (Dhania) Leaves - small bunch,1/4 teaspoon Turmeric powder (Haldi),2 teaspoons Ghee,1 sprig Curry leaves",40,Andhra,"To begin making the Dosakaya Pappu Recipe, first get all the ingredients ready.
Wash the dal in water and place it in the Pressure cooker.
Add the turmeric powder, salt, chopped onions, green chillies, chopped tomatoes, diced Yellow cucumber/Dosakaya, tamarind water and red chilli powder.Add two cups of water, cover the pressure cooker and cook until you hear two whistles.
After the couple of whistles, turn the heat to low and simmer for 3 minutes and turn off the heat.
Allow the pressure to release naturally.Once the pressure has released, open the cooker and give the Dosakaya Pappu a good stir slightly mashing the Dosakaya into the dal.
Check the salt and spices and adjust according to taste.Add water if you wish to adjust the consistency of the dal and transfer the Dosakaya Pappu to a serving bowl and stir in the chopped coriander leaves.
For the seasoning: Crush or chop garlic pods.
Heat ghee in a small tadka pan over medium heat and add the garlic.
Once garlic starts to turn light brown add red chillies, mustard seeds and cumin seeds.
When mustard seeds splutter, add a pinch of asafoetida.
Now turn off the heat and add curry leaves.
Pour the seasoning to the Dosakaya Pappu and mix well.Serve the Dosakaya Pappu with hot Steamed Rice along with a drizzle of ghee.
It pairs perfectly with a Spicy Potato Roast Recipe (Urulaikizhangu Poriyal) and a crunchy papad."
Manganem Recipe - Goan Style Chana Dal Payasam,"1 cup Chana dal (Bengal Gram Dal),1 cup Jaggery - grated,20 Cashew nuts - chopped,1 tablespoon Ghee,1/2 cup Sabudana (Tapioca Pearls),240 ml Coconut milk",300,Goan Recipes,"To begin making the Manganem, wash and soak the chana dal for 4 hours in water.Once soaked, drain the water and pressure cook the dal along with 1-1/2 cups of water until soft and cooked through.
Pressure cook for 4 whistles.
 The dal should be grainy and not mashed.
Allow the pressure to release naturally.
 Drain any excess water and keep the dal aside.
You can use the dal water in soups or a stock.Wash and soak the sabudana for 20 minutes.
Heat a small pan on low flame, add the ghee and roast the cashew nuts on low to medium heat until golden brown and crisp.
Keep this aside.Heat a heavy bottomed pan, add the cooked bengal gram dal,  coconut milk, sabudana and jaggery.
Cook them all in medium heat for about 20 minutes until the sabudana is cooked through and the mixture thickens.Turn off the heat and transfer the dish to a serving bowl.
 Garnish with roasted cashewnuts.Serve Manganem as a delicious dessert during the festive occasions like diwali, or even for parties.Serve Manganem as a dessert after a simple goan meal of Goan Moolyacho Ross Recipe and Steamed Rice.
"
Bhogichi Bhaji Recipe (Bhogichi Bhaji Recipe)," 5 plum - wash and remove stem, coriander leaves - little, 2 green chillies - finely chopped, 3 eggplants - chopped, 1 tablespoon oil, 1 large Spoon peanut powder - bake,1 potato - peel and chop, 1 teaspoon goda masala, 1 teaspoon mustard, 10 avrekalu - cut, 1/4 teaspoon Teaspoon turmeric powder, 3/4 cup green gram, 1/4 teaspoon asafoetida, 1 teaspoon lemon juice, salt - as per taste, 1/2 teaspoon cumin seeds, 2 carrots - red, 1 tablespoon sesame powder - bake",40,Maharashtrian Recipes,"To make Bhogichi Bhaji, first heat oil in a pan.
Add mustard seeds, sesame seeds and let it cook for 10 seconds.
After 10 seconds, add green chili, asafoetida, goda masala and turmeric powder.
After cooking for 1 minute, add potatoes, green gram and avarakalu to it.
Mix well and add salt, some water to it.
Mix again, cover the pan and let it cook for 10 to 12 minutes.
Now add brinjals, carrots and mix it.
Add 1 to 2 tablespoons of water and cook the saree till the vegetable is cooked.
After the vegetables are cooked, add plum, sesame powder, peanut powder and let it cook for 2 to 3 minutes.
After cooking add lemon juice and garnish with green coriander.
Serve Bhogichi Bhaji with Khandeshi Dal and Phulka for dinner."
